$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,$x51,$x52,$x53,$x54,$x55,$x56,$x57,$x58,$x59,$x60,$x61,$x62,$x63,$x64,$x65,$x66,$x67,$x68,$x69,$x70,>>f1,>>f2,>>f3
3, 2, 3, 2, 0, 0, 3, 2, -1, 2, 1, 1, 1, 3, 2, 1, 0, 1, 2, 3, 3, 2, 3, 2, 1, 0, 2, -1, 0, 0, 3, -1, 1, 0, 1, 2, 0, 3, 2, -1, -1, -1, 1, 1, 0, 3, 2, 2, 0, 1, 2, 0, 3, 0, 1, -1, 2, 3, 3, 0, 2, 1, -1, 3, -1, 1, 0, -1, 0, 1, 4069, 1049, 642
2, 3, 1, 3, 3, 1, 0, 2, 1, 1, 1, -1, 1, 0, -1, 2, 2, 2, 0, 3, 2, 2, 0, 1, 0, -1, -1, -1, 0, 0, 2, 3, -1, -1, 0, 3, 2, 0, -1, 3, -1, -1, 0, -1, 3, 3, 0, 2, 3, 3, 3, 1, -1, 3, 1, 2, 0, -1, -1, 2, 1, -1, 1, 1, 1, 1, 0, -1, 1, 1, 3989, 1049, 642
0, 1, 1, 0, -1, 3, 1, 2, 1, 2, 3, -1, 0, -1, 1, 2, 2, 3, 1, -1, 1, -1, 0, 3, 0, 1, 3, 3, 1, 2, 1, -1, 2, 0, -1, -1, -1, 2, 0, 2, -1, 0, -1, -1, 3, 0, 3, -1, 0, 3, 3, 0, 3, 2, 1, 0, 1, 0, 1, 0, -1, 2, 2, -1, 0, 1, 2, 2, 3, 2, 4359, 1049, 642
3, 2, 3, -1, 2, 2, 2, 2, -1, -1, 1, -1, 2, 1, 1, -1, 1, 2, 3, 3, 0, 0, 3, 0, 1, 0, 2, 3, 2, 1, 3, -1, 1, 2, 0, 0, -1, 1, 2, -1, 1, 1, -1, 1, 3, 0, 3, -1, 3, 3, -1, 2, -1, -1, 2, 1, 1, 0, 0, -1, 0, 0, 2, 1, 0, 2, 2, -1, 0, -1, 3933, 1049, 642
-1, 0, -1, -1, 0, -1, 1, 1, 3, -1, -1, 0, -1, 3, 1, -1, 3, 2, 1, 1, 2, 2, 1, 1, -1, 2, 2, 3, 3, 0, -1, 0, 2, 1, 2, 2, 2, 1, 2, 1, 1, 0, 0, 0, 3, 2, 2, 0, -1, -1, 1, -1, 3, 2, -1, 3, 0, 1, 2, -1, 1, 0, 3, 2, 1, 1, 3, 0, 0, 3, 3943, 1049, 642
-1, -1, 0, 1, 0, 3, 0, 0, -1, 0, 3, 0, 2, 2, 1, 3, 0, 0, 0, 3, 0, 2, -1, 1, -1, 3, -1, 1, 3, 2, 2, -1, -1, 3, 0, 0, 3, 2, -1, 0, 1, 1, 2, 1, 3, 2, 2, 1, -1, 2, -1, -1, 0, 1, 0, 3, 3, 2, 3, 0, 1, 2, 2, -1, 1, -1, 1, 1, 2, 3, 4159, 1049, 642
-1, 1, 3, 1, 3, 1, -1, -1, 0, -1, 2, 3, 0, 3, 3, 2, 3, 2, 2, -1, -1, 3, 1, 0, -1, -1, 2, 2, 2, 0, 2, 1, 2, 1, 2, 3, 1, 0, 0, 3, -1, -1, 0, 0, 3, 3, 1, 1, 3, 0, 2, 0, 1, 1, 2, 1, 2, 0, 0, -1, 2, -1, 1, 1, 1, 0, 2, 3, 1, 0, 4157, 1049, 642
0, 0, 0, 2, 0, 2, 3, 3, 0, 1, 3, 3, 1, -1, 2, 0, -1, 2, -1, 2, 3, 3, -1, 2, 1, -1, 1, 0, 1, 2, 3, 2, 1, -1, 0, 2, -1, -1, 3, 0, 1, 3, 2, 3, 1, 0, 3, 0, 0, 3, 0, 2, 3, -1, 0, 1, 1, 1, 2, 0, 1, -1, 2, 2, 2, 1, 1, -1, 3, -1, 4280, 1049, 642
2, -1, 0, 2, 0, 2, 1, 2, 1, -1, 3, 3, 0, 3, 1, 3, 1, 2, -1, 3, 3, 1, -1, -1, -1, 1, 3, 2, -1, 0, -1, 3, 2, 2, 1, 2, 0, -1, 2, 2, 3, 1, 1, -1, 1, 0, 1, -1, 1, 1, 2, 1, 0, 3, -1, 3, 1, 2, 3, 2, 0, -1, 0, 3, 0, 1, 0, 0, 0, 0, 4002, 1049, 642
-1, -1, 3, 0, 3, 0, 1, 3, 2, -1, -1, 2, 0, 2, 2, 1, 2, 3, -1, -1, 2, 1, 3, 0, 3, 0, 1, 3, 3, 0, 0, 0, 2, 3, -1, -1, 3, 3, 0, 2, -1, 1, 1, 0, 2, 1, 0, 3, 2, 2, 1, 3, 0, 2, 1, 0, 1, 0, 2, 1, 1, 3, -1, 0, 1, 2, 0, 1, 3, 2, 4297, 1049, 642
1, 0, 3, 1, 2, 0, 0, 2, 0, 2, -1, -1, 3, 1, -1, 3, 1, 2, 1, -1, 2, 3, -1, 2, 2, 2, 1, 3, 2, 0, -1, 1, 1, 2, 0, 0, 3, 1, 3, 0, 3, 0, 0, -1, -1, -1, 3, 0, -1, 1, 2, 1, 0, 3, 3, 0, 2, 0, -1, 0, 2, 1, -1, 2, 1, -1, -1, 1, 3, 2, 3965, 1049, 642
2, 1, 3, -1, 2, 3, 0, -1, 2, 0, -1, 0, 3, 0, -1, -1, -1, -1, 2, -1, -1, 1, 2, 3, 3, 3, 1, 0, 2, 1, 0, 2, 0, 2, 0, 0, -1, 2, 1, 0, 0, -1, -1, 0, 3, 0, 1, 2, 2, -1, 3, 0, 2, -1, 1, 1, -1, -1, 1, 1, -1, 1, 3, 1, 0, 0, 2, 3, 2, 2, 3743, 1049, 642
3, 1, 1, 2, 2, 3, -1, -1, 0, 0, 2, 2, 3, 2, -1, 0, -1, 2, -1, -1, 0, -1, 1, 1, 0, 0, 3, 2, 1, 3, 0, 3, -1, 0, 2, 0, -1, 3, 1, 1, 1, -1, 3, 1, -1, 0, 2, 3, 3, 2, -1, 1, 0, -1, 2, 0, 2, 1, 3, 1, -1, 2, 3, 0, 1, 2, 1, 1, 2, -1, 3886, 1049, 642
-1, 0, 1, 2, 1, -1, 3, 2, -1, 1, 2, -1, 2, 0, 0, 2, 3, -1, 0, 3, 3, 2, -1, 2, 2, 1, 0, 3, 1, 1, 1, -1, 0, 1, 2, 1, 0, 2, 3, -1, 1, 2, -1, 1, 2, -1, 1, 0, 2, 2, 1, 0, 0, -1, 1, 3, -1, 1, 1, 3, 0, -1, 0, 0, 3, 3, -1, 2, 3, -1, 3953, 1049, 642
-1, 1, 2, 0, -1, 0, 0, 1, -1, 0, 2, 1, 0, 2, 3, -1, -1, 3, 1, 1, 3, 3, 0, 2, 2, -1, 1, 2, 3, -1, 0, -1, 2, 0, 1, 1, 0, 0, 3, 1, 3, -1, 2, 2, -1, 1, 2, 0, 0, 0, 3, 0, 0, 1, 3, 2, 3, 0, 1, -1, -1, 1, 3, 1, 3, -1, 2, 2, 2, 3, 4154, 1049, 642
1, 0, 0, 0, 1, 3, 3, 1, 3, 0, 2, 0, 2, 1, -1, 0, 2, 2, 1, 1, 3, 1, 2, 3, 2, 0, 0, -1, 2, -1, 0, -1, 1, 2, -1, 1, 0, -1, 1, 0, -1, 3, -1, -1, 2, 1, 2, -1, -1, 3, 2, -1, 2, 1, 0, 1, 0, 1, 0, 0, 1, 3, 3, -1, 3, 2, 3, 2, 1, 2, 4358, 1049, 642
-1, 1, 2, 3, 3, 2, 0, 0, 2, 3, 0, -1, 2, 3, 0, 1, 3, 0, -1, 1, 3, -1, 3, 2, 2, 3, 0, 2, 2, 1, 1, 2, 3, -1, -1, 1, 2, 1, 0, 0, -1, 0, 3, 0, 1, 2, 0, -1, -1, 2, 1, 1, 0, -1, 2, 0, 1, 0, -1, 2, 1, 3, 0, 3, 2, 1, 2, -1, 3, 3, 4073, 1049, 642
1, 3, 0, 2, -1, -1, 3, 1, 2, 2, 3, 2, 3, -1, 2, 1, 0, -1, 1, 0, 0, 1, 3, 0, 1, 0, 0, 2, 0, 1, -1, 1, 0, 2, 1, 3, 2, 1, 1, 0, 2, -1, 3, 2, 1, 3, 2, -1, 2, 3, -1, -1, -1, 0, -1, 1, 2, 3, 3, 2, 1, 2, 3, -1, -1, -1, 2, 1, -1, 3, 3878, 1049, 642
2, 0, 0, -1, 2, 3, 2, 1, 2, 0, 1, 3, 2, 0, -1, 1, 3, 1, 0, -1, 2, 3, 1, 3, -1, 3, 2, 3, 2, 1, 3, 0, 1, 1, 0, 2, 1, -1, 1, 3, -1, 0, 1, -1, 2, 3, -1, 2, 2, -1, 0, 2, 3, 0, -1, 2, -1, 1, 1, 0, 0, -1, 1, 0, 0, 1, -1, 2, 0, -1, 4074, 1049, 642
1, 3, 2, 2, -1, 0, 1, 0, 2, 2, 0, 0, 1, 1, 3, 1, 3, 3, 2, 1, 3, 1, 3, -1, 2, 1, 2, 0, 2, 0, 3, 3, 2, -1, 1, 2, 0, 1, 1, 2, 0, -1, 2, 0, 3, -1, 1, 0, 2, 1, 0, 2, 0, 0, -1, 3, -1, 1, -1, 1, -1, -1, 0, 2, 3, -1, 3, 1, 0, 3, 3971, 1049, 642
3, 3, 0, 0, 1, 2, 0, -1, -1, -1, 0, 3, 1, -1, 2, 2, -1, 3, 0, -1, 1, 2, 0, 3, 1, 0, -1, 0, 0, 3, 1, -1, 1, 2, -1, 3, 2, -1, 2, 3, 0, 2, 3, 1, 1, 3, -1, 0, 1, 1, 0, 2, 2, 2, 3, 3, 1, 1, 1, 0, 2, 0, 3, -1, 3, 0, -1, 1, 2, 3, 4040, 1049, 642
2, 1, 3, -1, 2, -1, 1, 1, 0, 0, -1, 0, 0, 3, 0, 2, 1, 2, 2, -1, -1, 1, 2, -1, 3, -1, -1, 0, 1, -1, -1, 0, 3, 3, 3, 2, -1, -1, 0, -1, -1, 2, 1, 2, 1, 2, 3, 3, 1, -1, 2, 0, -1, 3, 1, 3, 1, 0, 0, 2, 3, 0, 1, 2, 1, 0, -1, 2, 2, 0, 3957, 1049, 642
3, 2, 0, 2, -1, 1, 1, 2, 2, 2, 1, 3, 0, 0, 0, 3, 3, 0, 2, -1, 2, 2, 0, -1, 2, -1, 0, 0, 1, 2, 2, 1, 1, 2, 1, 3, 1, -1, -1, -1, -1, -1, 1, 1, -1, 0, 1, -1, 2, -1, 0, 0, -1, 2, 0, 3, 1, 1, -1, 3, 0, 1, -1, 3, 2, -1, 0, 0, -1, 1, 3971, 1049, 642
0, 0, 1, 1, 1, 2, 0, -1, 2, 0, -1, 2, 1, 3, -1, 1, 1, 1, 1, -1, 2, -1, 2, 1, 0, -1, 0, 0, 3, 3, 1, 2, 3, -1, 3, -1, 3, 3, 2, 2, 1, 0, 3, 0, -1, 3, 3, 3, 1, 3, 1, 3, 2, 3, -1, 0, 2, 0, 1, 3, -1, 0, 0, 2, -1, 1, 2, 0, 2, 2, 4149, 1049, 642
1, 2, 2, 3, 2, 0, -1, 0, 2, 2, 2, 1, -1, 0, 3, -1, -1, 3, 0, 3, 3, 1, 3, 1, 3, -1, -1, 1, -1, 1, 1, 0, 2, 3, 2, 0, 3, 0, -1, 2, -1, -1, 3, 1, 1, 1, -1, -1, 0, 1, 1, -1, -1, 0, 3, 2, 2, 0, 2, -1, 0, 0, 3, 3, 0, 3, 1, 3, -1, -1, 3911, 1049, 642
1, 2, 3, 0, -1, -1, -1, 2, 3, 0, 1, 1, 1, -1, 1, 1, 1, 1, 3, 0, 0, 3, 3, 1, 3, 0, 1, -1, 0, 3, -1, -1, 3, 2, 0, 0, 0, 0, 0, 0, 2, -1, -1, 3, 3, 1, -1, 2, 2, -1, -1, 0, 1, 2, 2, 3, -1, 3, 2, 2, 0, -1, 3, 1, 0, 1, -1, 3, -1, 1, 3980, 1049, 642
-1, -1, 3, 1, 2, 1, 3, -1, -1, 0, 1, 3, 0, 0, -1, 2, -1, 0, 0, 0, 3, 0, -1, 2, 2, 2, 0, 3, 2, 1, -1, 0, 2, 0, -1, -1, 0, -1, 1, 0, 0, 2, -1, 2, 0, 2, 3, 1, 3, -1, 0, 2, 3, 3, -1, 1, -1, 3, 2, 1, 1, 3, 2, 1, 1, -1, -1, -1, -1, 1, 3754, 1049, 642
0, 2, 0, 0, 1, -1, 3, 0, 0, 0, 1, 1, 0, 3, -1, 1, 1, -1, -1, 3, -1, 3, -1, 3, 1, -1, 0, 0, 2, 2, -1, 2, -1, 1, 2, -1, 2, 3, 1, 3, -1, 1, 2, -1, 1, 1, -1, -1, 2, 0, 3, 0, 2, 1, 1, 2, 3, 3, 0, -1, 0, 3, -1, 2, 2, 3, 0, 2, 1, 2, 4031, 1049, 642
1, 3, 2, 3, 1, 1, 2, 0, 1, 2, -1, 0, -1, 3, 3, 0, 1, 2, 3, 3, 3, 1, 0, 0, -1, 1, 3, 2, 2, 3, 2, 2, -1, 2, 0, -1, -1, 0, 2, 3, 2, 1, 1, 1, 0, 2, 2, 3, 0, 0, 0, 0, -1, -1, 2, -1, 1, 0, 1, 0, -1, -1, 3, 2, 2, 2, 1, -1, 3, 0, 4152, 1049, 642
-1, 2, -1, 2, 3, -1, 1, 2, 2, 0, 1, 2, -1, 3, 0, 2, 3, 1, 0, 1, -1, 3, -1, 3, 0, 3, 3, 2, 2, 3, -1, -1, -1, 2, -1, 0, 0, 2, -1, 1, 0, 2, 1, 0, 0, 2, 2, 0, 3, 3, 2, 1, -1, -1, 1, 2, 0, 1, -1, 0, 0, 3, 1, 3, 1, 1, -1, -1, 0, 1, 4056, 1049, 642
1, 3, 3, 2, -1, 1, 0, 3, 0, 3, 0, 1, 2, 0, 1, 3, 2, 0, 3, 1, 2, 2, 2, 3, -1, 3, 1, 0, 0, -1, -1, 2, 2, 2, -1, 3, 1, 1, 3, 1, 0, 3, 3, 1, 0, 2, 2, 2, 3, -1, 2, -1, 0, 3, 0, 3, 1, 0, -1, 0, 1, 2, 3, 0, 1, 1, 0, -1, 2, -1, 4397, 1049, 642
-1, -1, -1, -1, 0, 2, 3, -1, 3, 1, 3, 1, 3, -1, -1, 2, 2, 0, 2, 0, 1, 1, 1, 1, 2, 3, -1, 2, 3, 0, 3, 1, 0, 0, 3, 0, 3, 3, 0, 2, 1, 0, -1, -1, 0, 0, 0, 1, 1, 2, 0, 1, 2, -1, 2, 0, 2, 1, 2, -1, 3, 3, 3, -1, -1, -1, 1, 2, 0, -1, 3889, 1049, 642
3, 1, 1, -1, 3, 0, 3, 2, -1, 2, 0, 0, 1, -1, 2, 0, -1, 1, -1, 3, 0, 0, -1, 3, 1, 1, 0, 1, 2, -1, 2, -1, 1, 1, 3, -1, 3, 0, 1, 1, 0, 0, -1, -1, 2, 2, 3, -1, 1, 2, -1, -1, 0, 3, 3, 2, 0, 2, 0, -1, -1, 2, 3, 3, 1, 1, 0, 1, 2, 3, 3893, 1049, 642
2, 1, 1, 1, 0, 1, 2, -1, 2, 3, -1, 0, -1, -1, 1, 2, -1, 3, 1, -1, 0, 1, 0, 1, 1, 2, -1, 3, -1, 2, 0, 3, 0, 0, -1, 0, 0, -1, 0, 3, 0, 2, -1, 1, 1, 2, 3, -1, 0, 2, 3, 1, -1, 2, 3, -1, 0, 0, 3, 0, 2, 1, 3, 2, 0, 3, 2, 3, 1, -1, 3913, 1049, 642
-1, 3, 1, 3, -1, 2, 1, -1, 3, -1, 1, 0, 2, 3, 0, 3, 0, 0, 2, 1, -1, 0, 0, -1, 2, -1, 3, 0, 1, 0, 1, 1, 2, 2, -1, -1, 2, 2, 0, 0, -1, 1, 2, 0, 1, 1, 3, 2, 2, 3, -1, -1, 2, -1, -1, -1, -1, 0, 1, 2, -1, -1, 1, 1, 0, 2, 2, 3, -1, -1, 3909, 1049, 642
0, 2, 0, 3, -1, 1, 2, 0, -1, 3, 2, -1, 1, 3, 1, 3, 0, -1, 2, -1, 3, 3, 0, -1, 0, -1, 1, 2, -1, 1, 1, -1, -1, 0, 1, 1, -1, 0, 0, 1, 3, -1, 2, 0, 1, 1, 2, 0, 2, 2, 2, 2, -1, 2, 0, 2, 2, -1, -1, 1, 1, -1, 2, 2, 1, 0, -1, 0, 1, 3, 3808, 1049, 642
2, -1, 2, 3, 1, 0, 0, 3, 2, 1, 2, 3, 2, 1, 1, -1, 3, 0, 0, -1, 1, 0, 1, 0, 0, 0, 3, 1, 3, 1, 2, -1, -1, 2, 1, 0, 3, 2, 0, -1, 2, 2, 1, 3, 1, 3, 1, 3, 0, -1, 2, 0, 3, 3, 0, -1, 3, 3, 1, 0, 1, 2, -1, 1, 0, 3, 2, 0, 0, -1, 4205, 1049, 642
0, 0, -1, 3, -1, 1, 0, 1, -1, 3, 2, 3, 0, -1, 0, -1, 1, 1, 0, 1, -1, 1, -1, 2, 1, 0, 1, 3, 2, -1, 3, 1, 2, 0, 0, -1, 2, 2, 2, 2, 2, 2, 0, 2, -1, -1, 1, 3, 0, 3, 2, 3, 2, 2, -1, -1, 1, 0, 0, 1, 3, -1, 3, 0, 3, 0, 3, 3, 3, 1, 4042, 1049, 642
2, 3, 3, 3, 0, 3, 0, -1, 1, 1, 0, 2, -1, -1, -1, 1, -1, 0, 3, 3, 1, 0, -1, 3, 3, 3, 2, 2, 0, -1, 1, 1, 2, 0, 2, 0, 0, 1, 0, 2, -1, -1, 1, 2, -1, 1, 0, -1, 1, 1, 3, -1, 3, 0, -1, 3, 0, -1, 0, 1, 3, 1, -1, 1, -1, 0, 2, -1, 0, 2, 3753, 1049, 642
1, -1, 1, -1, 2, 1, 0, -1, -1, 3, -1, 0, -1, 0, 1, 2, -1, 0, 1, 3, 0, 0, 2, 2, 1, -1, 2, 0, -1, 2, 1, 1, 3, 0, 2, 1, 3, 1, 2, -1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 3, -1, 3, 0, 2, 1, -1, 2, 1, 0, -1, 2, 3, 2, 3, 1, 2, 2, -1, 3, 4297, 1049, 642
-1, 1, -1, -1, 0, 0, 1, 1, -1, 1, 3, 0, 1, 1, 2, 2, 1, 3, 2, 3, 2, -1, -1, 3, -1, 0, 2, 2, -1, -1, 0, -1, 1, -1, 1, 2, 0, 0, 2, 3, 2, 2, -1, 3, 0, 0, -1, 3, 1, 1, 2, -1, 3, 1, 1, -1, 0, 0, 3, 2, -1, 0, -1, 2, 1, 0, 2, -1, 3, 3, 3665, 1049, 642
2, -1, 2, 0, -1, -1, 1, 0, 3, 2, -1, 3, 3, 2, 1, 0, 0, 3, -1, 1, 3, 2, -1, 1, 2, 0, 1, 3, 2, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 2, -1, 3, 0, 0, 2, 3, 2, -1, 2, 0, 0, -1, 3, 2, 3, -1, 1, 0, 0, 0, -1, 2, 1, 1, 1, 2, 3, 3, -1, 3, 4274, 1049, 642
3, 3, 1, 2, -1, 3, 2, 2, 1, 2, 2, 0, 2, -1, -1, 1, 2, 1, 2, 0, -1, -1, 1, 0, -1, 2, 0, -1, 2, -1, 0, 1, 3, 2, 1, 3, 2, 3, 2, 1, 0, 1, 0, 3, 2, 0, 3, 0, -1, 3, -1, 2, 0, 0, 0, 0, -1, 3, 1, -1, 1, 2, 3, 1, 3, -1, -1, 0, 0, 1, 3978, 1049, 642
1, -1, -1, 0, 2, 1, 3, 0, 0, 3, 1, 2, -1, 1, 2, 2, 0, -1, 3, -1, 3, -1, -1, 0, 2, 0, -1, 3, 1, -1, 1, -1, -1, 3, 2, 1, 2, 2, 1, 2, 0, 1, 0, 1, 2, -1, -1, 1, 0, 0, 0, 2, 2, 0, 3, 1, -1, 1, 3, 0, 0, -1, 1, 2, 2, -1, -1, -1, -1, -1, 3662, 1049, 642
3, 0, 2, 0, 2, 0, 0, -1, -1, 1, 0, 2, 3, 1, 0, -1, 2, 3, 1, 2, 0, 1, 3, 3, -1, 3, 1, 0, 1, 3, 0, 3, 0, 2, 3, 3, 2, 1, 2, -1, 0, 1, 2, 2, 3, -1, 1, -1, 2, 3, 3, -1, 0, 1, 1, 0, 2, -1, 0, 0, 1, 2, 1, -1, 0, 3, -1, 3, 1, 0, 4149, 1049, 642
2, -1, 0, 1, 1, 2, -1, 0, 0, 3, 1, 3, 3, 0, -1, 1, 3, 2, 2, 1, 2, 2, 1, 3, -1, 3, 1, 2, 1, 2, 0, 3, 2, 2, 0, 3, -1, 1, 3, 0, 1, 2, 2, 0, -1, 0, 2, -1, 2, 3, 0, 0, -1, -1, 1, 0, 1, 1, 3, 0, 0, 2, 1, -1, 0, 3, -1, -1, 0, -1, 4072, 1049, 642
3, 0, 1, 3, -1, 2, 1, 2, 0, 3, 3, 3, 3, 3, 1, 0, 1, 0, 1, 3, 2, 2, 2, 1, 2, 1, 2, 1, 3, 0, 2, 3, 1, -1, 1, 2, 0, -1, 3, 1, 1, 3, 1, 3, -1, 2, 1, -1, 0, 0, 0, -1, 0, 1, 2, -1, -1, 3, 1, -1, 2, 0, 2, 0, 2, 2, 3, -1, 2, -1, 3997, 1049, 642
3, 2, -1, 2, 3, -1, 0, -1, -1, 0, -1, 2, 0, 1, 0, 0, 0, 1, 2, 2, -1, -1, 2, 2, -1, 0, 3, 3, 3, 3, -1, 0, 3, 2, 2, 1, 3, 1, 1, 1, 0, 3, -1, 1, 2, -1, 1, 0, 3, -1, 1, 1, 0, 1, 1, 0, 3, 1, 0, -1, 1, 2, 2, 3, 0, -1, 2, -1, 1, -1, 3925, 1049, 642
3, 0, 1, 0, 0, -1, 3, -1, 2, 2, 3, 2, 1, 2, -1, 1, 1, 0, 1, -1, 0, 3, 2, 1, 0, -1, -1, 1, -1, 3, -1, 1, 2, 3, 0, -1, 3, 2, 2, 3, 2, 0, 3, 3, 0, 1, 3, 3, 0, 0, 3, 0, 2, 3, 2, 0, 1, 0, 3, -1, -1, 1, 1, -1, -1, -1, 1, 0, 1, 2, 4248, 1049, 642
1, -1, 2, -1, 2, 1, 2, 2, 1, 2, 0, 0, -1, 3, -1, 2, -1, -1, 0, 3, 0, 1, 1, 0, 2, 1, 0, -1, -1, -1, 2, 3, -1, 1, 0, 1, -1, 2, 2, 2, 1, 3, 3, 2, 2, 1, 1, 0, -1, 2, -1, 2, 3, 0, 3, -1, 0, 1, 1, 0, 1, 0, -1, 0, 1, 1, 0, 3, 0, 3, 3964, 1049, 642
1, 1, 2, 0, 2, 1, 1, 1, -1, 2, 0, 1, 0, 0, 2, -1, 1, 1, -1, 2, 3, 0, -1, 2, -1, 2, -1, -1, -1, 3, 2, 3, 3, -1, 0, 0, 0, 2, 2, 1, -1, 0, -1, 3, 0, 3, 2, -1, 1, -1, 2, 3, -1, 2, 3, 2, -1, 1, 0, 1, 3, -1, 1, 2, 3, -1, 3, 1, 0, 2, 3832, 1049, 642
0, 1, 1, 0, 2, -1, 0, 2, -1, 2, 0, 1, 3, 1, -1, 1, 0, 3, -1, 2, 1, 1, 3, 3, 2, 0, -1, 0, 0, 1, -1, 1, 3, -1, 3, 3, 2, -1, 2, 1, 0, -1, -1, 0, 2, 2, -1, 2, 1, 0, 0, 0, -1, 3, 3, -1, 2, 2, 1, 1, 1, 2, 3, 0, 0, 0, -1, -1, 1, 3, 4076, 1049, 642
-1, 2, -1, 0, 2, 2, 0, 3, 0, 1, 2, 2, -1, 0, 0, 0, 1, 2, 1, -1, 1, 0, 0, 0, 1, 0, 2, 3, 0, 3, 1, -1, -1, 1, 2, 3, 3, 3, 0, 3, 0, 1, -1, 1, 1, 2, 2, 1, 1, 3, -1, -1, 3, 2, 2, 2, 1, 1, 3, 0, 2, -1, -1, -1, 3, 1, 2, 1, -1, 0, 4288, 1049, 642
3, -1, 0, 0, -1, 1, 3, 2, 3, 3, -1, -1, 3, -1, 1, 1, 0, 1, 1, 2, -1, 0, 0, 2, 0, 3, 3, -1, 1, 2, 1, 0, 2, 2, 2, 2, -1, 1, 0, 2, 0, 0, -1, 3, 1, 2, 2, 1, 2, 2, 3, 1, 1, 0, 1, -1, 3, -1, 0, 0, 2, 0, 3, 3, 2, 0, 3, -1, 0, 3, 4179, 1049, 642
0, 1, -1, 2, -1, 1, 2, 0, 0, 0, 2, 0, 2, -1, 2, -1, 1, 0, 1, 1, 2, 3, 3, 3, 0, 1, 0, 0, 1, 3, 3, 0, 1, 3, 3, -1, 2, 0, 1, 0, -1, 2, 3, 2, -1, 2, 1, 1, 1, -1, 3, 0, 1, 3, 2, 0, 3, 1, 2, 2, 1, 2, 3, -1, -1, 2, -1, -1, 2, -1, 4179, 1049, 642
-1, -1, 1, 0, 2, 2, 2, 0, -1, 0, 2, 3, 2, 1, 2, -1, 2, 3, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, -1, 0, 2, 3, -1, -1, 0, -1, -1, 3, 3, 3, 3, 2, 0, 2, 3, 0, -1, 0, 0, 0, 0, 2, -1, 3, 2, 3, 2, 1, 2, 3, 0, 1, 0, -1, 0, 1, 0, 4276, 1049, 642
0, -1, 1, 2, 0, -1, 2, 2, 1, 1, -1, -1, -1, 2, -1, -1, 1, 2, 2, 1, 0, 2, 0, -1, 2, 0, 3, 2, 1, 1, 2, -1, 2, 1, 2, 0, 1, -1, -1, 2, -1, 0, 1, -1, 0, 2, 2, 0, 1, -1, 0, 0, -1, 0, -1, 0, 3, 1, 0, 3, 2, 2, 1, 3, -1, 0, 1, 3, 1, -1, 4184, 1049, 642
1, 1, -1, 2, 3, 0, -1, 1, 0, 3, 1, 1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 3, -1, 0, 3, 0, -1, 2, 1, 2, -1, 0, 3, 0, -1, 2, 2, -1, 1, 1, 3, 0, 3, 0, 1, -1, 1, 3, 2, -1, 2, 3, 1, -1, 0, 2, 2, 0, 2, 0, 0, -1, 3, 0, 0, 0, 3, 0, 2, 2, 4128, 1049, 642
2, -1, 0, 2, 1, 0, 3, -1, 0, 0, 3, 1, 1, 3, 1, 2, 0, 3, 1, 3, -1, 3, 2, 1, 2, -1, -1, -1, 2, 3, 3, 3, -1, 3, 2, 1, 1, 3, 1, 0, 3, -1, 2, 2, 1, -1, 0, 0, 1, -1, 1, 1, -1, 2, 1, 0, 3, 3, 3, 2, 2, -1, -1, 0, 2, 1, 2, 2, 0, 0, 3868, 1049, 642
0, 3, 1, -1, 0, 0, -1, 2, 1, -1, 3, 0, 0, 2, -1, 1, 2, -1, 1, 0, -1, 0, 2, 3, 1, 0, 1, 1, -1, 2, 3, 1, 1, -1, 3, -1, 0, 3, -1, 0, 0, 0, 2, -1, 1, 0, 0, 1, 2, 2, -1, 0, 3, 2, 2, 3, 2, -1, 2, -1, -1, -1, 2, 3, 2, 2, -1, 3, 1, 1, 3706, 1049, 642
-1, 2, -1, 3, 3, 0, 2, 3, 3, 2, 2, 3, -1, 1, -1, 1, 0, 2, 3, 2, -1, 1, -1, 3, 1, 2, 1, 3, -1, -1, 0, -1, 3, 0, 1, 1, 1, 2, 1, 3, 2, -1, 0, 3, 0, 0, -1, 2, 0, 0, 0, 1, 1, 2, 1, 1, 3, -1, 3, -1, 0, 0, 0, -1, 1, -1, 2, 1, -1, 3, 3700, 1049, 642
2, 3, 1, -1, 2, 2, 1, 3, 0, 0, 0, -1, 0, 2, 3, -1, -1, 2, 1, -1, -1, -1, 1, 2, 3, -1, -1, 2, 0, 3, 2, 3, 2, 2, 3, -1, 0, -1, 1, 1, 1, 0, 3, 3, 2, 0, 0, 1, 3, -1, 0, 2, 2, 2, 0, 1, -1, 3, 0, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 4297, 1049, 642
