$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1
-1, 0, 3, 1, 4, 1, 3, 3, 0, 4, -1, 3, -1, 2, 0, -1, 1, 1, 2, 2, 1, 4, 4, 0, 1, 0, 0, 2, 0, 1, 1, 1, 3, 3, 3, 1, -1, 3, 0, -1, 2, 0, -1, 3, -1, 3, 3, 0, 0, 0, 4268
-1, 3, 1, 2, 0, 0, 0, 3, 3, 1, 0, 2, 2, 2, 3, 3, 4, 0, 2, 1, 2, 4, 1, 1, 3, 3, 2, 2, 0, 2, 0, -1, 0, 1, 2, 1, 4, 3, 2, 3, 3, 0, 1, 4, 1, 2, 0, 4, 0, 1, 4595
-1, 2, 3, 3, 1, 3, 3, 4, 0, 3, 2, 4, 1, 0, 0, -1, 2, 1, -1, 3, 0, 1, 1, 2, 4, 4, 4, 1, 0, -1, 4, -1, 2, 1, 0, 2, 3, 3, 0, 2, 0, 0, 4, 1, 3, 3, 1, -1, 2, 1, 4152
-1, 4, 2, -1, 1, 1, 3, 4, 3, 1, -1, 4, -1, 2, 3, -1, 0, 2, 0, 0, 2, 3, 0, 0, 3, 1, 1, 0, 3, 1, 2, 1, 0, 1, 0, 0, 0, 2, 2, 0, 4, 3, 4, 3, 1, 4, 3, 3, 3, 4, 4343
3, -1, 3, 3, 0, 0, 3, 2, 2, -1, 3, 4, 4, 4, 1, 1, 1, 4, -1, -1, 1, -1, 1, 0, 0, 3, 3, 1, 0, 3, 1, -1, 2, 4, 1, 3, 1, 3, -1, 0, 3, 2, 1, 1, 0, 2, -1, 2, 1, 0, 3927
-1, 3, 1, -1, -1, 2, 1, 2, 3, 2, 3, 3, 2, 4, 1, 0, 2, 3, 3, 1, 3, 4, -1, -1, 4, 3, 0, 1, 0, 4, 4, 3, 4, 1, 3, 1, 1, 0, 1, 1, 1, 0, 2, 2, 1, 3, 0, 2, 4, 2, 3986
2, 2, 4, 2, 2, 2, 3, 0, 0, 0, 3, 1, 3, 1, 0, 1, 1, 0, 1, 3, 3, 0, 1, 0, 1, 4, -1, 2, 0, 1, 1, 1, -1, 0, 1, 3, 3, 4, 2, 2, 1, 2, 3, 3, 4, 0, 2, -1, 3, 2, 4624
4, 1, 2, 1, 3, 3, 0, 1, 4, 0, 1, 0, 3, 3, 1, 3, 1, -1, 4, 1, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 1, 3, 3, 2, 2, 0, 2, -1, 1, 2, 1, 2, 2, 3, 2, -1, 0, 2, 4, 1, 4489
2, 1, 0, 3, -1, 2, 2, 4, 1, 3, 3, 4, 2, 3, 0, 0, 0, 2, 0, 4, 2, 2, 1, 3, 3, 4, 0, 1, 0, 0, 0, 1, 2, 0, 1, 2, -1, -1, 2, 0, -1, 3, 3, 0, 1, 1, 3, 2, 1, 1, 4468
2, 3, 1, 3, 2, 0, 3, -1, 1, 0, 1, 3, 0, 2, 2, 4, 2, 3, 2, 0, 1, 0, -1, 2, 3, -1, 2, 4, 1, 3, 4, 2, 3, 3, 2, 0, 2, 0, 1, 1, 0, 0, 1, 3, 3, 1, 1, 3, 0, 1, 4604
2, 2, -1, 1, 0, 3, 1, -1, -1, 1, -1, 0, 2, 3, 3, -1, 1, 0, 3, 1, 0, -1, 2, 4, 3, 3, 2, 4, 2, -1, 0, 4, 0, 3, 2, -1, 0, -1, 3, 1, 2, 2, -1, 2, 2, 1, 0, 4, 2, 3, 3665
0, 1, 2, 4, 2, 0, 3, 0, 4, 2, 0, 2, 1, 2, -1, 1, 0, 0, 4, 2, 4, 4, 4, 2, -1, 4, 2, -1, 2, 1, 4, -1, 3, 3, 1, 1, 3, 2, 1, 0, 0, 3, 2, 0, 3, 1, 1, 2, 3, 3, 4261
1, -1, -1, 3, 0, 2, 2, 0, 4, 0, 2, 3, 1, 1, 0, 0, 1, 4, 3, 2, 2, 1, 2, 4, 1, 1, 2, 3, 0, 0, 1, 3, 1, -1, 4, 1, 3, 4, 0, 0, 4, 3, 3, 2, 0, 1, 2, 0, 0, -1, 4493
2, 0, 0, 3, 3, 1, 1, 0, 3, -1, 1, 3, 4, 3, 2, 4, 0, 1, 0, 0, 2, 0, 1, 1, 2, 0, -1, 4, -1, 0, -1, 1, 4, 3, 1, 2, 1, -1, 4, 0, 3, 3, 0, 2, 4, 0, 1, -1, 2, 1, 4356
2, 3, 4, 3, 1, 1, 1, 3, -1, 1, 3, 3, 2, 0, 2, 1, 3, 2, -1, 4, 1, 4, 2, 3, 3, -1, 4, 2, 4, 3, 3, 0, 0, 4, 1, 1, -1, -1, 3, 2, 2, 2, 2, 1, 1, 0, 0, -1, 3, 2, 3666
2, 2, 0, 2, -1, 1, 1, -1, 3, 2, 2, 2, 1, 0, 2, 3, 4, -1, 3, 2, 1, 3, 3, 3, 2, 1, 2, 4, 3, 2, 3, 4, 0, 1, 0, 3, 0, 3, 0, 1, 1, 4, 1, 4, 4, 3, 2, 4, 1, -1, 4052
0, 4, 0, 3, 3, 4, 3, 4, 1, 2, 1, 4, 4, 3, 0, 2, 1, 2, 4, 0, 4, -1, 4, 3, -1, -1, 3, 1, 2, 2, 3, 0, 1, 3, 3, 2, 3, 2, 0, -1, 1, 0, 0, 1, 1, 2, 2, 2, 0, 4, 4185
0, 4, 1, 1, 0, 2, 1, 1, 3, 1, 0, 2, 1, -1, 4, -1, 3, -1, 4, 0, 3, 3, 2, -1, 2, 1, 0, 3, -1, 3, 2, 3, 1, 3, 0, 2, 1, 4, 3, 1, -1, 1, -1, 2, 3, -1, 2, -1, 3, 0, 3732
3, 3, 2, 3, 0, 1, -1, 1, 2, 2, -1, 0, 2, 2, 3, 3, 0, 3, -1, 2, 0, -1, 1, -1, 1, 0, 2, 0, 0, 2, 4, -1, 1, 2, 3, 0, 1, 1, -1, 1, 2, 0, 2, 2, 1, 3, 3, 4, 3, 3, 4209
3, 3, 2, 2, 1, 1, 2, -1, 3, 3, 0, 3, 0, 4, 1, 1, -1, -1, 0, 0, 2, 1, 3, 2, 0, 0, 0, 2, 0, 0, 4, 2, -1, 3, 2, 2, 0, 1, -1, 1, 1, 1, 3, 2, 2, -1, 3, 3, 3, 3, 4248
2, 3, 4, 1, 3, -1, 1, 2, 0, 3, 1, 3, 1, 3, 0, 4, 0, 2, 2, 2, 1, 4, 0, 3, 1, 0, 3, 1, 2, 1, 1, 2, 0, 4, 3, -1, 2, 0, -1, 0, 1, 0, 2, 4, 2, 1, 0, 2, 1, 0, 4618
-1, 3, 2, 3, 2, 1, 4, 1, 1, 4, 1, 2, 4, 1, 3, 0, 2, 2, 1, 1, 4, 0, 4, 0, 2, 0, 3, 0, 1, 0, 0, 2, 2, 3, 2, 2, 4, 0, 1, 3, 3, -1, 2, 1, 3, 0, 3, 3, 1, 0, 4693
3, 0, 3, 3, 2, 0, 0, 0, 3, 0, 2, 0, 0, 1, 2, 4, 3, -1, 2, -1, 3, 1, 4, 1, 1, 3, 4, 3, 2, 2, -1, 1, -1, 4, 2, 1, 0, 0, 3, 1, 0, 4, 0, -1, 0, 3, 3, 2, 1, 1, 4329
2, 1, 3, 4, 2, 1, 3, 3, -1, 3, -1, 2, -1, 1, 0, 4, 0, 0, 1, 2, 3, 1, 4, 1, 3, 2, 0, 4, 2, 3, 3, 2, 1, 2, -1, -1, 1, 0, -1, 1, 4, 1, 0, 2, 0, 2, -1, 3, 0, 4, 4100
-1, -1, -1, 2, 3, 3, 3, 1, 0, -1, 1, 0, 2, 2, -1, 4, 4, 1, 2, 2, 2, 1, 2, 4, -1, 3, 3, 3, 1, 0, 2, 3, 1, 4, 0, -1, 3, 3, 0, 0, 0, 2, 1, 1, 2, -1, 3, 4, 0, 0, 4038
2, 1, 4, 0, 1, 0, -1, 1, 2, 4, 0, 4, 1, -1, 0, 3, 2, -1, -1, 4, 0, 1, 3, 1, 4, 1, 2, 3, 0, 4, 1, 3, 3, 3, 3, 0, 1, 0, 0, 1, 2, 3, 1, 2, 2, -1, -1, 2, 0, 0, 4329
3, 4, 3, 1, 0, 4, 2, -1, -1, 1, -1, 2, 2, 4, 4, -1, 0, 1, 2, 2, 2, 2, 2, 2, 4, 4, 0, 1, 3, 1, 4, 2, 0, 0, 3, 4, 4, 2, 1, 3, -1, 1, -1, 2, 3, -1, 4, 1, 0, 3, 3726
1, 1, 2, 3, 0, 3, 2, 0, 2, 1, 2, 3, 0, -1, 2, 1, 4, 4, 2, 2, 3, 0, 3, 3, 1, 4, -1, -1, 2, -1, 3, 1, -1, -1, 3, 4, 1, 2, -1, 3, 1, -1, 4, 1, -1, 3, 3, 3, 2, 0, 3643
-1, 2, 0, 3, 3, 3, 2, 0, 2, 1, 0, 2, 3, -1, 0, 4, -1, 1, -1, 0, 0, 4, -1, 0, 0, 2, 3, 0, -1, -1, 0, 3, 1, 3, 3, 2, 4, -1, 1, 4, 1, 2, -1, 1, 3, 3, 2, 2, 1, 0, 3928
-1, 0, 1, 0, 1, -1, 0, 2, 3, 4, 4, 3, 1, -1, 2, 1, 0, -1, 4, 2, 2, 4, 3, 3, 1, 4, 0, 3, -1, 1, 3, 4, 0, -1, 1, 2, 2, 3, 3, 0, 4, 2, 2, 0, 2, 1, 1, -1, 4, 4, 3709
0, 0, 2, 3, 3, 0, 1, 2, 2, 3, 2, 0, 2, 0, 1, -1, 3, 1, -1, -1, 1, 3, 2, 2, 2, 3, 1, 4, 0, 0, 2, 2, 3, 3, -1, -1, 3, 3, 0, 4, 0, 1, 1, 4, 2, 4, 0, 1, 3, 1, 4371
2, 4, 2, 3, 2, 1, -1, 1, 1, 1, 3, -1, 2, 1, 0, 0, 1, 3, 2, 4, -1, 3, 0, 4, 3, 0, 3, 4, 2, 3, 0, 3, 2, 0, -1, 1, 0, 2, 1, 4, 3, 1, 4, -1, 1, 3, 0, 3, 2, 2, 4169
1, 3, 0, 1, 3, 3, 0, 4, 2, 0, -1, 2, 1, 2, -1, 1, 4, 1, -1, 0, 4, 1, 2, 0, 3, 1, 4, 2, 3, 0, 1, 0, 3, 1, 4, -1, 3, -1, 2, 3, 3, 1, 3, -1, 3, 0, 1, 2, 0, 4, 4131
3, 0, 3, 1, 3, 4, 1, 3, 0, 0, -1, 1, 2, 2, 1, 3, 2, 3, 3, 1, 2, -1, 3, 2, 1, 2, 1, 3, 1, 2, 2, 1, 0, 3, 0, 1, -1, -1, 2, 0, 0, 2, -1, 0, -1, 0, 1, 0, -1, -1, 4133
1, 1, 1, 3, 1, 2, 4, -1, 1, 2, 0, 3, 0, 2, 4, 1, 1, 2, 3, 4, 3, 0, 3, 1, 1, 0, 4, 0, -1, 0, 2, 3, 0, 1, 4, -1, 3, 2, -1, 4, 4, 0, 1, 3, 3, 3, -1, 3, 3, 4, 4105
4, -1, 2, 0, 3, 0, 4, 3, 1, 2, 1, 4, -1, 4, 1, 3, -1, 2, 1, 0, 1, 3, 3, 1, 1, -1, 4, 4, 1, 2, 0, 2, 0, 2, 1, 2, 0, 4, 1, 0, 3, 3, 0, -1, 1, 1, 0, 3, 3, 3, 4179
0, 2, 3, 3, -1, 2, 2, 2, 1, 0, 3, 2, -1, -1, 4, 4, 3, 0, -1, -1, -1, 4, 2, 0, 2, 0, 2, 4, 2, 3, 4, 1, 4, -1, 1, 0, 0, 2, 0, 0, 1, 2, 2, 0, 1, 4, 1, 1, 3, 1, 4090
0, 0, 0, 0, 4, -1, 0, 2, -1, 3, -1, 2, 2, 1, 2, 1, 4, 2, -1, 3, 3, 0, 2, -1, 0, 2, 1, 2, 3, 0, 4, 4, -1, 0, 3, 2, 2, 0, 2, 0, 4, 2, 3, 3, 3, -1, 3, 0, -1, 1, 3902
-1, -1, 3, -1, 2, 2, 0, 3, 0, -1, 3, 1, 3, 3, 1, 1, 1, 4, 1, 0, 1, 2, 1, 2, 0, 1, 2, 0, 4, 3, 3, 1, 3, 1, 3, 3, 2, 0, 1, 0, -1, 4, 4, 2, 2, 4, 1, 4, 3, 4, 4115
-1, 2, 2, 2, 0, 4, 4, 0, 4, 1, 4, 0, -1, 1, 4, 3, 1, 0, 0, 3, 2, 2, 3, 3, 1, 1, 4, -1, 3, 2, 3, 4, 0, -1, 0, 4, 3, 0, -1, 0, -1, 0, 3, 1, 2, 2, 2, 3, 0, 1, 4062
3, 4, 3, 0, 2, 3, 1, 4, 3, 4, -1, 0, 0, -1, 2, 3, 2, 2, 0, 3, 0, 2, 2, -1, 0, 3, 4, -1, 4, 0, 4, 2, 3, 2, 0, -1, 1, 4, 1, 0, 1, 2, -1, 2, 4, 3, 1, 2, 3, 0, 3818
2, 4, 4, 1, 2, 3, 0, 0, 0, 1, -1, 2, 4, 1, 1, 2, 4, 4, 1, 1, -1, 3, 4, 2, 1, 0, 1, 2, 2, 3, 1, 0, 2, 0, 2, 1, 4, 0, 1, 2, 0, 3, 4, 3, 0, 0, 4, 2, 1, 0, 4539
-1, 1, 2, 2, 2, 0, 3, 2, 4, 0, 0, 3, 3, 3, 4, 2, 0, 0, 0, 1, 3, -1, -1, 1, 1, 0, 3, 1, 1, 1, 4, 2, 1, 3, -1, 3, 3, 3, 1, 3, 4, 2, 1, 1, 1, 2, 4, 4, 2, 2, 4207
0, 1, 0, 2, 1, 2, 0, 2, 0, -1, 4, -1, 2, 1, 0, 2, 1, 0, 3, 1, 2, 2, 2, 2, 1, 0, 3, 3, 1, 3, 3, 4, 3, 2, 4, -1, 4, 1, 1, 0, 3, 4, 1, 3, 4, -1, 3, 1, 1, 0, 4421
1, 2, 2, 4, 1, 4, 4, 0, 0, 3, -1, 3, 2, 2, 2, 3, -1, 0, 3, 3, 2, 1, 4, 3, 2, 0, 2, 0, 3, -1, 1, 1, -1, 2, 2, -1, 4, 1, 1, 2, 1, -1, 0, 3, 1, 0, 4, 3, 1, 4, 4142
1, 1, 2, 3, -1, 2, 4, -1, 2, 1, 1, 1, 0, -1, 3, 0, -1, 2, 0, 1, 4, 3, 4, 1, 1, 0, 3, 0, 3, 1, 4, 2, 3, -1, 2, 4, 0, 3, 2, -1, 4, 4, 2, 2, 0, 0, 1, 2, 3, 0, 4185
3, 0, 0, 2, -1, 4, 4, -1, 3, 4, 2, 3, 1, -1, 2, 2, 2, 3, 0, 4, 0, 0, 1, 4, 0, 2, 3, 0, 3, 2, 2, -1, 2, 4, -1, 2, 4, 0, 3, 3, 0, -1, 2, 0, 0, 3, 3, 3, 4, 0, 4001
2, 0, 3, -1, 4, -1, 2, 3, 0, 4, 0, 0, 3, 0, 4, 1, 2, 0, 3, 4, 3, 1, 0, 3, 1, 0, 2, 2, 0, 1, 3, 3, 0, 3, 2, 2, 3, 3, 4, 2, 1, 4, 2, 0, 1, 1, 1, 1, -1, 0, 4541
-1, 3, -1, -1, 3, 1, 0, 1, 2, 3, 1, -1, -1, 3, 3, 0, 1, 2, -1, 1, 0, 2, 0, 3, 0, 3, 0, 2, 1, 3, 1, 0, -1, -1, 3, 4, 0, 4, 2, 3, 1, 3, 4, 1, 2, 1, 1, 2, 2, 2, 4154
2, 2, 3, 3, 3, 0, 0, 2, 3, -1, 0, 1, 2, 0, 3, -1, 0, -1, -1, 4, -1, 4, 4, 0, 0, 3, -1, 2, 3, 1, 0, 2, 2, -1, 4, 3, 4, -1, -1, -1, 1, 0, 2, 0, 3, 0, 3, -1, 3, 3, 3594
1, 1, 1, 1, 1, 0, 4, 2, 0, 0, 1, 4, 0, 0, 0, 4, -1, -1, 4, -1, 2, 4, 2, 3, -1, 4, -1, 1, 3, -1, 3, 4, 2, 2, 3, 2, 1, -1, 4, 0, -1, 1, 2, -1, -1, 3, 4, 0, 2, 1, 3612
0, -1, 4, 1, 2, 3, 2, 3, 1, 3, 4, 4, 2, 1, 3, 0, 2, 3, 0, 4, -1, 4, 0, -1, 1, 4, 0, 1, 0, 4, -1, 1, 2, -1, 4, 2, 4, 4, 1, 4, 2, 1, 0, 3, 3, 1, 0, -1, 0, 3, 3845
3, -1, 1, 0, 0, 4, 1, 2, 2, 4, -1, 4, 2, 2, -1, 2, 2, 4, -1, 0, 3, 3, 4, 4, 0, 0, 3, 1, 2, 3, 1, 0, 3, -1, 2, 3, 1, 3, 1, 2, 0, 3, 3, -1, 4, 1, 0, 4, 2, -1, 3797
-1, 4, 4, 0, 3, 4, -1, 1, 3, 1, 3, 2, 3, 3, 1, 0, 1, 1, 3, 0, 0, 4, 3, 4, 3, -1, 1, 1, 1, 2, 4, 3, 0, 2, 2, -1, 3, 0, 2, 3, 2, 0, 1, 2, 3, 2, 4, 0, -1, 4, 4070
0, 2, 1, 2, 0, 0, -1, 1, 2, 0, 4, 4, 1, -1, 0, 3, -1, 1, 3, 0, 3, 3, 3, 0, 2, 3, 2, 1, 4, 2, 1, 3, 2, 0, 4, 0, 4, 3, 2, 1, 0, 0, -1, 1, 1, 3, 4, 3, 1, 2, 4408
0, 3, 2, 3, 3, 2, -1, -1, 2, 2, 1, 0, 1, 4, 3, 1, 1, 1, 3, -1, 2, 4, 2, 4, 2, -1, 3, -1, 2, 3, 1, 1, 0, 2, -1, 0, -1, 4, 1, 0, 0, 3, 1, 4, 4, -1, 0, 3, 1, -1, 3681
-1, 1, 2, 0, 2, 4, 0, 1, 0, 3, -1, 1, 3, 1, 0, 2, 1, 2, 0, 4, 0, 1, 3, 1, 0, 1, 3, 2, 2, 3, 1, 3, 4, 2, 4, 1, 1, 2, 0, 4, 3, 0, 0, 2, 4, 0, 3, -1, 3, 2, 4490
3, 0, 3, 3, -1, 3, 3, 3, 3, 2, 4, 1, 1, 0, 2, 3, 1, 4, 3, 1, 1, 3, -1, 0, 2, 1, 4, 2, -1, 4, 0, 0, 2, 0, -1, -1, 2, 2, 0, 1, 1, 1, 1, 0, 4, 3, 2, 4, -1, 0, 4051
1, -1, 3, 0, -1, 4, 4, 4, 2, 3, 4, 2, 0, 0, 4, -1, 1, 1, 1, 2, 0, 3, -1, 3, 2, 0, 3, 3, 0, 2, -1, 4, -1, 0, 3, 1, -1, 2, -1, 4, 2, 1, 2, 0, 4, 4, 0, 3, 2, 0, 3705
3, 4, 2, 3, 3, 0, -1, 4, 1, 3, 3, 2, 0, 1, 2, 3, 1, -1, 2, 1, 0, 0, 0, 3, -1, 2, 1, 0, 0, 2, -1, 3, 1, 4, 0, 4, 1, 1, -1, 1, -1, 1, 0, 2, 4, 0, 3, 2, 2, 1, 4421
1, 1, 1, 2, -1, 0, 4, 0, 3, 2, 3, 0, 4, 2, 2, 1, -1, 4, -1, 1, 1, 0, 3, 2, 0, 3, -1, 3, 0, 1, 2, -1, 1, 3, 0, -1, 3, 3, 2, 2, 3, 4, 0, 1, 1, 1, 3, 3, -1, 2, 4144
1, 1, 1, 4, 3, 3, 2, 0, 3, 4, 2, 1, 4, 3, 2, -1, 0, 2, 0, 3, 3, 2, 0, 2, -1, 1, 0, 3, 4, 3, 1, 1, 4, 1, 1, 0, 3, 0, 0, 3, 2, 4, 2, 3, -1, 1, 2, 0, 2, 2, 4522
2, 2, 3, 1, 4, 1, 2, 1, 0, 4, 3, 0, 3, 3, 0, -1, 1, 4, 0, 1, 0, 4, 2, 2, 0, 4, 2, 1, 4, 0, -1, 1, 4, 3, 4, 4, 3, 0, 0, 2, 1, 4, 0, 2, 2, -1, 0, -1, 4, 1, 4286
2, 0, 0, 1, -1, 1, 1, 2, 3, 3, 4, 0, 3, 3, 2, 0, 3, -1, 0, 3, 3, 2, 1, -1, 0, 2, 0, 2, 3, 4, 3, 3, -1, 4, -1, 2, 1, 1, 4, 0, 0, 1, 1, -1, 1, -1, 1, 0, -1, 3, 3994
4, 0, 3, 1, 2, -1, 0, 2, -1, -1, 1, 0, 0, 0, 4, 3, 4, 2, 1, 0, -1, 2, 0, 4, 3, 4, 2, 0, -1, 1, 0, 3, 0, 0, 3, 4, 3, 1, 2, 2, 1, 1, 3, -1, 2, 0, 4, 1, 2, 1, 4301
4, 4, 3, 1, 1, 0, 0, 2, 2, 1, -1, 2, 4, 0, 2, 4, 0, -1, 0, 2, 1, 2, 0, 2, 4, 3, 0, 1, 1, 2, 3, -1, 3, 2, 3, 3, 0, 1, 3, 0, 1, 3, -1, 0, 1, 3, 2, 1, 0, 0, 4545
0, 2, 1, 3, 4, -1, 0, 3, 3, 2, -1, 4, -1, 2, 1, 4, -1, 2, 3, 0, 0, 3, 4, 2, 3, 2, 3, -1, 4, 3, 4, 0, 1, 1, 4, 1, 2, -1, 4, 4, 2, 4, 0, 1, 3, 1, 4, 2, 0, -1, 3589
2, -1, 0, 2, -1, 3, 3, 3, 2, 1, 1, 3, 2, 1, 0, 2, -1, 3, 4, -1, 3, -1, 4, 4, 0, -1, 1, 4, -1, 2, 3, 2, 2, -1, 1, 1, 2, 3, 2, 2, -1, 0, 1, 2, 3, 1, 0, 3, 1, 3, 3554
4, 0, 2, 2, 3, 0, 0, 0, 4, 3, 2, 2, 4, 1, 2, -1, 1, 2, 1, 3, 4, 4, 2, 1, 2, 1, 2, 0, 2, 4, 2, -1, 1, 1, 0, 3, 0, 3, 3, 3, 0, 3, -1, 4, 0, -1, 3, 3, 2, 3, 4182
1, 4, 3, 0, 3, 1, 3, 2, 1, 1, -1, 0, 3, 0, 3, 3, 2, 3, 2, 2, 1, 4, 2, 3, 0, 3, 4, 2, 1, 0, 2, -1, 0, 3, 1, 3, 2, -1, 2, 0, 4, 1, 4, 1, 2, 2, 0, -1, 4, 0, 4147
0, 2, -1, 4, 1, 2, 4, 0, 0, 0, 2, 3, 2, 3, 2, 2, 3, -1, 2, 0, 4, 4, 3, 0, -1, 1, 3, -1, 4, -1, 1, 2, 0, 3, 2, 3, 0, 3, 3, 2, 0, 2, 3, -1, 4, 2, -1, 4, 0, 1, 3967
2, 3, 1, 1, -1, 2, 1, 3, 2, -1, 1, -1, 4, 3, 2, 1, 1, 0, 2, 0, 0, 3, 2, 2, 1, 4, 4, 0, -1, 3, 4, 0, 1, 2, 0, 1, -1, 3, 0, 3, 0, 2, 2, 0, 0, 2, 1, 3, 0, 3, 4348
4, 1, 2, 2, 4, 3, 0, 0, 3, 3, 3, 1, 4, 1, 0, 3, 0, 4, 1, 1, -1, 1, 2, 3, 4, 2, 3, 4, 2, 0, 2, 1, 2, 0, 2, 2, 4, 1, 2, 3, 0, 1, 0, 3, 0, 0, 4, 3, 1, 1, 4594
3, 0, 1, 0, -1, 1, 2, 4, 1, 3, 1, -1, 4, 1, -1, 0, 3, 4, 3, 3, 0, 1, 2, 2, 2, -1, 2, 4, 4, 0, 2, 3, -1, 1, 1, 3, 0, -1, 1, 2, -1, 4, 4, -1, 2, 3, 0, 3, -1, 0, 3668
2, 4, 2, 3, -1, 0, 4, 0, 1, 1, -1, 2, 2, 1, 4, 0, -1, 4, 2, 1, 1, 0, 1, 1, 2, -1, 3, 3, 2, 3, 1, 2, 0, 2, 4, 0, 1, 1, 3, 3, 3, -1, 3, 4, 0, 4, 0, 2, 0, 2, 4239
0, 4, 1, 1, 1, 1, 1, 1, -1, 4, 3, 2, -1, 2, 2, 0, 3, 3, -1, 3, 3, 4, 1, 1, 0, 2, -1, 1, 3, -1, 2, -1, 2, 0, 3, 2, 4, 3, 3, -1, 2, -1, 4, 1, 4, 0, 0, 2, 1, 3, 3741
3, 2, 1, 3, 3, 2, 1, 0, 0, 4, 0, 1, -1, 1, 1, -1, 1, 3, -1, -1, 3, 2, 4, 1, 2, 1, 3, 1, 4, 4, 1, 0, 2, 2, -1, -1, -1, -1, 0, 0, 2, 4, 2, 0, 3, 0, -1, 3, 3, 2, 3884
1, 3, 1, 0, 2, 2, 3, 3, 0, 3, -1, 1, 0, 2, 2, 1, 0, 0, -1, 2, 3, 0, -1, 3, 3, 3, 4, 0, 4, 0, 4, -1, 1, 2, 3, 0, 4, 1, 2, 1, 3, 1, -1, 0, 4, -1, 2, 1, 1, -1, 4104
0, -1, 1, 1, 4, 2, 4, 1, 0, 3, 3, 2, 2, 2, 2, 1, 0, 1, 3, 2, 1, 4, 3, -1, 3, 3, 3, 2, 3, 4, 2, 4, 2, 0, 4, -1, 4, -1, 1, 0, 2, 4, 0, 1, 1, 3, 1, 4, -1, 1, 3886
1, 0, 0, 3, 1, 2, 0, 0, 3, -1, 0, 2, 1, 3, 0, 3, 1, -1, 3, 1, -1, 1, 3, 1, 4, 3, 2, 1, 0, 1, 2, -1, 0, 1, 3, 2, 2, 0, 1, 2, 2, 3, 4, 0, -1, 2, 2, 3, 3, -1, 4410
3, 1, 0, 4, -1, 4, 4, 2, 0, 0, -1, 2, 0, 3, 1, 3, 2, 3, 3, -1, 3, 3, 3, 1, 2, -1, 0, 3, 1, 4, 1, 2, 0, 2, -1, 2, 3, 0, 2, -1, 0, 1, 0, 3, 2, 2, -1, 0, 2, 2, 4159
2, 2, 1, 0, 4, 3, -1, 1, 1, 0, 2, 2, 4, -1, 2, -1, 3, 2, 4, 2, 0, 1, 3, 0, -1, 0, 2, 0, -1, 4, 3, 0, -1, 3, 3, 4, 3, 0, -1, 2, 4, 4, 3, 1, 1, 1, 2, -1, 1, 0, 3963
1, 1, 1, 2, 1, 3, 1, -1, 2, 4, 0, 3, 1, 0, 3, 4, 3, 2, 0, 1, 2, 1, 4, 0, 0, -1, -1, -1, 2, 0, 3, 2, 0, 1, -1, 3, 3, 0, -1, 2, 1, 4, 1, 0, 4, 3, 2, 4, -1, -1, 3958
2, 1, 3, 4, 3, 1, 2, 2, 3, 3, 2, 1, 3, 1, 0, 3, 4, 0, 3, 2, 1, 1, 3, 0, 2, 0, 2, 0, 2, 3, 2, 1, 4, 3, 1, -1, 0, 0, 0, 4, 0, 2, 3, 1, 1, -1, 0, 2, 3, 1, 4705
2, 1, 3, 4, 1, 4, 3, 0, 2, 4, 0, 2, 3, 0, 1, 3, 3, 1, 3, 1, 2, 2, 1, 0, 4, 1, 2, -1, 0, 4, 0, -1, 2, 3, 2, 2, 1, 4, 4, 0, 2, 1, 0, 1, 4, 0, 1, 3, -1, -1, 4355
0, 2, 1, 2, -1, 0, -1, -1, 0, 1, 0, 0, -1, 0, -1, -1, -1, -1, 2, 2, 1, 0, 2, 1, 4, 1, 3, 0, 1, 4, 1, 1, 1, 2, -1, 2, 0, -1, 4, 4, 3, 2, -1, 3, 0, 2, 1, 3, 2, 2, 4018
1, 1, 4, 3, 3, 3, -1, 2, 4, 2, 3, 3, 0, 4, 2, 0, 3, 1, 4, 4, 3, 0, 0, 0, 0, 2, 3, 0, -1, 2, 3, 0, 2, 1, 2, 1, 2, 1, 0, 2, 1, 4, 0, 2, 1, 1, 2, 0, 2, 1, 4673
4, 4, 0, 3, 1, -1, 4, 1, 3, 0, -1, -1, 0, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 4, -1, 4, 0, 3, 3, 3, 0, 3, 0, -1, 1, 2, 2, -1, 0, 0, -1, 2, 1, 0, 4, 0, 4, 0, 4, -1, 3895
1, 1, 3, 4, 0, 2, 3, 3, 0, 1, -1, 0, 1, 0, 3, 2, 1, 2, 0, -1, -1, 2, -1, 1, 3, 4, 2, 0, 4, 3, 2, 1, 2, 0, 0, 3, 0, 3, 2, -1, 1, 3, 1, 2, 0, 1, -1, 0, 2, 3, 4421
4, 1, 0, 0, 4, 3, 2, 2, 1, 0, 3, 1, 2, 3, 3, 3, -1, 3, 1, 0, 1, 1, 4, 2, 1, 2, 0, 2, 4, 3, 2, 0, 4, 0, 3, 3, 0, 3, 1, -1, 2, 3, 0, 2, 0, 0, 1, 0, 2, 1, 4681
